"PERIODO","UNIDAD_CLIENTE","SEGMENTO","COD_PRODUCTO","COD_PRODUCTO_PROVEEDOR","DESCRIPCION","MARCA","ESTADO_PROD.","UMB","COD_LOCAL","TIPO","DESCRIPCION_LOCAL","ESTADO_LOCAL","FORMATO","TIPO_VENTA","VTA_PERIODO(u)","VTA_COSTO($)"
2020-12-22 al 2020-12-22,Construmart,LOCAL,45812,SIN CODIGO,INTERRUPTOR 9/12 10A 250V ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM04,LOCAL,CM04-CALAMA,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,3348.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168138,SIN CODIGO,TOMA TRIPLE MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM26,LOCAL,CM26-TEMUCO,ACTIVO,NO CLASIFICADO,NO CALZADA,5.00,16595.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45816,SIN CODIGO,TOMA DOBLE 2P+T 10A 250V ARMADA BLCO,Bticino,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,12.00,20736.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202486,SIN CODIGO,ENCHUFE DOBLE 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,3513.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,19634,SIN CODIGO,"CAJA DERIVACION P/TABIQUE 5/8 503T""",Bticino,ACTIVO,C/U,CM04,LOCAL,CM04-CALAMA,ACTIVO,NO CLASIFICADO,NO CALZADA,6.00,1716.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,186721,SIN CODIGO,INT.TERMOMAGNÉTICO UNIP. 10A - 6KA,SIN MARCA,ACTIVO,C/U,CM26,LOCAL,CM26-TEMUCO,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1737.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,19637,SIN CODIGO,TRIPLE 2P+T EN LINEA 10AMP 3603GP GRIS,SIN MARCA,ACTIVO,C/U,CM74,LOCAL,CM74-Molina,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1822.00
2020-12-22 al 2020-12-22,Construmart,CLUB AHORRO,168136,SIN CODIGO,TOMA MINK/TERRA ARMADO.,SIN MARCA,ACTIVO,C/U,CM71,LOCAL,CM71 - Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,3062.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,150080,SIN CODIGO,INTERRUPTOR 9/15 MODUS ARM.BCO. 1200BN,SIN MARCA,ACTIVO,C/U,CM04,LOCAL,CM04-CALAMA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1731.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202487,SIN CODIGO,INTERRUPTOR 9/12 +ENCH.10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM71,LOCAL,CM71 - Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1248.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,111435,SIN CODIGO,ALARGADOR 6 TOMAS 2P+T 10A 3M GRIS,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,6.00,25780.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45812,SIN CODIGO,INTERRUPTOR 9/12 10A 250V ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM63,LOCAL,CM63-IQUIQUE,ACTIVO,NO CLASIFICADO,NO CALZADA,4.00,4464.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202492,SIN CODIGO,ENCHUFE SIMPLE 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM66,LOCAL,CM66 - Copiapo El Bosque,ACTIVO,NO CLASIFICADO,NO CALZADA,5.00,4665.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168142,SIN CODIGO,INTERRUPTOR 9/32 MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM86,LOCAL,CM86 - Linares,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,3301.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,69607,SIN CODIGO,PORTALAM.C/ BNE.TORNILL C/BLQ. BLANCO,SIN MARCA,ACTIVO,C/U,CM92,LOCAL,CM92-LOS ANGELES ALCAZAR,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,768.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,17641,SIN CODIGO,INT UNIP 1X10A 230/400V/C6KA ,Legrand,ACTIVO,C/U,CM66,LOCAL,CM66 - Copiapo El Bosque,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,8772.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,69608,SIN CODIGO,PORTALAM.C/ BNE.TORNILL C/BLQ.NEGRO,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,1534.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,150080,SIN CODIGO,INTERRUPTOR 9/15 MODUS ARM.BCO. 1200BN,SIN MARCA,ACTIVO,C/U,CM74,LOCAL,CM74-Molina,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,3460.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202485,SIN CODIGO,INTERRUPTOR DOBLE 9/15 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM80,LOCAL,CM80 - Chillan Collín,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,2482.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202486,SIN CODIGO,ENCHUFE DOBLE 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM12,LOCAL,CM12-El Belloto - Quilpue,ACTIVO,NO CLASIFICADO,NO CALZADA,4.00,4684.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168147,SIN CODIGO,PLACA 2 MÓDULOS TERRA,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,1196.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,153458,SIN CODIGO,PULSADOR 10A 250V BLANCO,SIN MARCA,ACTIVO,C/U,CM12,LOCAL,CM12-El Belloto - Quilpue,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,818.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45817,SIN CODIGO,TOMA TRIPLE 2P+T 10A 250V ARMADA BLCO,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,5.00,11885.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202489,SIN CODIGO,INTERR TRIPLE 9/32 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM71,LOCAL,CM71 - Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1441.00
2020-12-22 al 2020-12-22,Construmart,CLUB AHORRO,14058,SIN CODIGO,INTERR.9/24 EMB. 5003K MAG/ARM,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,7734.00
2020-12-22 al 2020-12-22,Construmart,NUEVOS,45817,SIN CODIGO,TOMA TRIPLE 2P+T 10A 250V ARMADA BLCO,SIN MARCA,ACTIVO,C/U,CM05,LOCAL,CM05-ANTOFAGASTA,ACTIVO,NO CLASIFICADO,NO CALZADA,4.00,9506.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,178801,SIN CODIGO,"PACK 12 CANALETAS 20 X 12,5 MM 2 M",SIN MARCA,ACTIVO,C/U,CM93,LOCAL,CM93 - Tienda Talcahuano Colon,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,13218.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168140,SIN CODIGO,INTERRUPTOR 9/15 MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2454.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,19634,SIN CODIGO,"CAJA DERIVACION P/TABIQUE 5/8 503T""",Bticino,ACTIVO,C/U,CM89,LOCAL,CM89 - Departamental,ACTIVO,NO CLASIFICADO,NO CALZADA,30.00,8550.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45817,SIN CODIGO,TOMA TRIPLE 2P+T 10A 250V ARMADA BLCO,SIN MARCA,ACTIVO,C/U,CM28,LOCAL,CM28-OSORNO,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,7128.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,186721,SIN CODIGO,INT.TERMOMAGNÉTICO UNIP. 10A - 6KA,SIN MARCA,ACTIVO,C/U,CM29,LOCAL,CM29-PUERTO MONTT,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1732.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45817,SIN CODIGO,TOMA TRIPLE 2P+T 10A 250V ARMADA BLCO,SIN MARCA,ACTIVO,C/U,CM86,LOCAL,CM86 - Linares,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,7128.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,173172,SIN CODIGO,TOMA DOBLE 2P+T 10A + 2P+T 16A ARMADO,SIN MARCA,ACTIVO,C/U,CM26,LOCAL,CM26-TEMUCO,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2445.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,18163,SIN CODIGO,CASQUETE+TOMA 10A MODUS CAL1105BN,SIN MARCA,ACTIVO,C/U,CM26,LOCAL,CM26-TEMUCO,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1064.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,211627,SIN CODIGO,TOMACORRIENTE DOBLE 2P+T 10/16A LÚZICA,SIN MARCA,ACTIVO,C/U,CM74,LOCAL,CM74-Molina,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2215.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,161383,SIN CODIGO,INTERRUPTOR TRIPLE (9/32)10A 250V BLC,SIN MARCA,ACTIVO,C/U,CM07,LOCAL,CM07-LA SERENA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2400.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,111435,SIN CODIGO,ALARGADOR 6 TOMAS 2P+T 10A 3M GRIS,SIN MARCA,ACTIVO,C/U,CM26,LOCAL,CM26-TEMUCO,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,8736.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168109,SIN CODIGO,INTERRUPTOR 9/24 10A BLANCO/PERLA ARMADO,SIN MARCA,ACTIVO,C/U,CM87,LOCAL,CM87 - Los Alamos Colina,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1845.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,14063,SIN CODIGO,ENCHUF.HBRA.DOBLEMB 5113/2K MAG/ARM,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,9036.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,12537,SIN CODIGO,PLACA ALUM.OXIDAL 2PTO. 503/2P MAGIC,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,58.00,69020.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45812,SIN CODIGO,INTERRUPTOR 9/12 10A 250V ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM87,LOCAL,CM87 - Los Alamos Colina,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1116.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,111436,SIN CODIGO,ALARGADOR 6 TOMAS 2P+T 10A 5M GRIS,SIN MARCA,ACTIVO,C/U,CM63,LOCAL,CM63-IQUIQUE,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,5553.00
2020-12-22 al 2020-12-22,Construmart,CLUB AHORRO,45839,SIN CODIGO,MOD PULSADOR MODUS BLCO,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,1030.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202456,SIN CODIGO,PLACA CIEGA CON SOPORTE LÚZICA,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,6.00,2412.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45819,SIN CODIGO,INT 9/12+ENCH 10A ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM87,LOCAL,CM87 - Los Alamos Colina,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1770.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,186722,SIN CODIGO,INT.TERMOMAGNÉTICO UNIP. 20A - 6KA,SIN MARCA,ACTIVO,C/U,CM73,LOCAL,CM73-Curico Norte,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1731.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45813,SIN CODIGO,INTERRUPTOR 9/24 10A 250V ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM09,LOCAL,CM09 - OVALLE,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1314.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202456,SIN CODIGO,PLACA CIEGA CON SOPORTE LÚZICA,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,10.00,4020.00
2020-12-22 al 2020-12-22,Construmart,CLUB AHORRO,168112,SIN CODIGO,TOMA DOBLE 10A BLANCO/PERLA ARMADO,SIN MARCA,ACTIVO,C/U,CM13,LOCAL,CM13-LAS REJAS,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2442.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45817,SIN CODIGO,TOMA TRIPLE 2P+T 10A 250V ARMADA BLCO,SIN MARCA,ACTIVO,C/U,CM89,LOCAL,CM89 - Departamental,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,4752.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45819,SIN CODIGO,INT 9/12+ENCH 10A ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM86,LOCAL,CM86 - Linares,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1666.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,17644,SIN CODIGO,INT UNIP 1X25A 230/400V/C6KA ,SIN MARCA,ACTIVO,C/U,CM87,LOCAL,CM87 - Los Alamos Colina,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,3067.00
2020-12-22 al 2020-12-22,Construmart,CONTRATISTA PEQUEÃO,153465,SIN CODIGO,BASE 3MOD.P/CANALETA BLANCO OVAL,SIN MARCA,ACTIVO,C/U,CM15,LOCAL,CM15-LAS CONDES,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,167.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45827,SIN CODIGO,PLACA CIEGA BLANCO C/SOPORTE,SIN MARCA,ACTIVO,C/U,CM89,LOCAL,CM89 - Departamental,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,485.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168109,SIN CODIGO,INTERRUPTOR 9/24 10A BLANCO/PERLA ARMADO,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1878.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202456,SIN CODIGO,PLACA CIEGA CON SOPORTE LÚZICA,SIN MARCA,ACTIVO,C/U,CM82,LOCAL,CM82 - Camino a Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,5.00,2010.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,178783,SIN CODIGO,"CANALETA ELECTRICA 20X12,5 MM 2 M C/ADH",SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,6.00,10140.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,69607,SIN CODIGO,PORTALAM.C/ BNE.TORNILL C/BLQ. BLANCO,SIN MARCA,ACTIVO,C/U,CM13,LOCAL,CM13-LAS REJAS,ACTIVO,NO CLASIFICADO,NO CALZADA,13.00,9958.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,111434,SIN CODIGO,ALARGADOR 6 TOMAS 2P+T 10A 3M BLANCO,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,4311.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,187038,SIN CODIGO,INT.TERMOMAGNÉTICO UNIP. 16A-6KA BTIDIN,SIN MARCA,ACTIVO,C/U,CM66,LOCAL,CM66 - Copiapo El Bosque,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,3478.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45817,SIN CODIGO,TOMA TRIPLE 2P+T 10A 250V ARMADA BLCO,SIN MARCA,ACTIVO,C/U,CM63,LOCAL,CM63-IQUIQUE,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2377.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,19636,SIN CODIGO,TRIPLE 2P+T EN LINEA 10AMP 3603DP BLANCO,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1510.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45815,SIN CODIGO,TOMA 2P+T 10/16A BIPASO 250V ARMADA BLCO,SIN MARCA,ACTIVO,C/U,CM13,LOCAL,CM13-LAS REJAS,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1788.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,12536,SIN CODIGO,PLACA ALUM.OXIDAL 1PTO. 503/1P MAGIC,SIN MARCA,ACTIVO,C/U,CM29,LOCAL,CM29-PUERTO MONTT,ACTIVO,NO CLASIFICADO,NO CALZADA,15.00,18180.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,186724,SIN CODIGO,INT.TERMOMAGNÉTICO UNIP. 32A - 6KA,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1734.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45819,SIN CODIGO,INT 9/12+ENCH 10A ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM13,LOCAL,CM13-LAS REJAS,ACTIVO,NO CLASIFICADO,NO CALZADA,6.00,10620.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45817,SIN CODIGO,TOMA TRIPLE 2P+T 10A 250V ARMADA BLCO,SIN MARCA,ACTIVO,C/U,CM15,LOCAL,CM15-LAS CONDES,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,7077.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45816,SIN CODIGO,TOMA DOBLE 2P+T 10A 250V ARMADA BLCO,Bticino,ACTIVO,C/U,CM66,LOCAL,CM66 - Copiapo El Bosque,ACTIVO,NO CLASIFICADO,NO CALZADA,9.00,15561.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202457,SIN CODIGO,INTERRUPTOR SIMPLE 9/12 10A LÚZICA ARM,SIN MARCA,ACTIVO,C/U,CM82,LOCAL,CM82 - Camino a Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,9.00,7722.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168110,SIN CODIGO,PULSADOR 10A BLANCO/PERLA,SIN MARCA,ACTIVO,C/U,CM66,LOCAL,CM66 - Copiapo El Bosque,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1295.00
2020-12-22 al 2020-12-22,Construmart,CLUB AHORRO,17654,SIN CODIGO,INT DIFERENCIAL BIP 30 MA 25A,SIN MARCA,ACTIVO,C/U,CM09,LOCAL,CM09 - OVALLE,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,12077.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202456,SIN CODIGO,PLACA CIEGA CON SOPORTE LÚZICA,SIN MARCA,ACTIVO,C/U,CM87,LOCAL,CM87 - Los Alamos Colina,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,402.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,12790,SIN CODIGO,ENCHUFE MACHO 2P+T 16A 2496TGD,SIN MARCA,ACTIVO,C/U,CM89,LOCAL,CM89 - Departamental,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2576.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,69652,SIN CODIGO,ENCHUFE HEMBRA VOLANTE 2P+T 10A GRIS,SIN MARCA,ACTIVO,C/U,CM86,LOCAL,CM86 - Linares,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1951.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,19636,SIN CODIGO,TRIPLE 2P+T EN LINEA 10AMP 3603DP BLANCO,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,4948.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45815,SIN CODIGO,TOMA 2P+T 10/16A BIPASO 250V ARMADA BLCO,SIN MARCA,ACTIVO,C/U,CM61,LOCAL,CM61-TALCA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1747.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,91112,SIN CODIGO,INTERRUPTOR DE 3 VÍAS (9/24) 16A 250V -,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,4449.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,18169,SIN CODIGO,CLAVIJA 2P+T 10A BLANCO,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,2845.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,17654,SIN CODIGO,INT DIFERENCIAL BIP 30 MA 25A,SIN MARCA,ACTIVO,C/U,CM26,LOCAL,CM26-TEMUCO,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,12021.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45827,SIN CODIGO,PLACA CIEGA BLANCO C/SOPORTE,SIN MARCA,ACTIVO,C/U,CM87,LOCAL,CM87 - Los Alamos Colina,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,1458.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168146,SIN CODIGO,PLACA 1 MÓDULO TERRA,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,30.00,17970.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168140,SIN CODIGO,INTERRUPTOR 9/15 MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM82,LOCAL,CM82 - Camino a Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,4909.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,178776,SIN CODIGO,"CANALETA ELECTRICA 20 X 12,5 MM 2 M",SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,626.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,12789,SIN CODIGO,ENCHUFE MACHO 2P+T 10A GRIS 2495TGD,SIN MARCA,ACTIVO,C/U,CM13,LOCAL,CM13-LAS REJAS,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1786.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45816,SIN CODIGO,TOMA DOBLE 2P+T 10A 250V ARMADA BLCO,Bticino,ACTIVO,C/U,CM12,LOCAL,CM12-El Belloto - Quilpue,ACTIVO,NO CLASIFICADO,NO CALZADA,4.00,6913.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168140,SIN CODIGO,INTERRUPTOR 9/15 MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,4894.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,17654,SIN CODIGO,INT DIFERENCIAL BIP 30 MA 25A,SIN MARCA,ACTIVO,C/U,CM80,LOCAL,CM80 - Chillan Collín,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,11980.00
2020-12-22 al 2020-12-22,Construmart,CONTRATISTA PEQUEÃO,168153,SIN CODIGO,TOMA 10A MINK,SIN MARCA,ACTIVO,C/U,CM73,LOCAL,CM73-Curico Norte,ACTIVO,NO CLASIFICADO,NO CALZADA,8.00,5240.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,12789,SIN CODIGO,ENCHUFE MACHO 2P+T 10A GRIS 2495TGD,SIN MARCA,ACTIVO,C/U,CM89,LOCAL,CM89 - Departamental,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1781.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45813,SIN CODIGO,INTERRUPTOR 9/24 10A 250V ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM04,LOCAL,CM04-CALAMA,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,2632.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,19634,SIN CODIGO,"CAJA DERIVACION P/TABIQUE 5/8 503T""",Bticino,ACTIVO,C/U,CM07,LOCAL,CM07-LA SERENA,ACTIVO,NO CLASIFICADO,NO CALZADA,10.00,2855.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168137,SIN CODIGO,TOMA DOBLE MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM93,LOCAL,CM93 - Tienda Talcahuano Colon,ACTIVO,NO CLASIFICADO,NO CALZADA,5.00,12330.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45813,SIN CODIGO,INTERRUPTOR 9/24 10A 250V ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1314.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168112,SIN CODIGO,TOMA DOBLE 10A BLANCO/PERLA ARMADO,SIN MARCA,ACTIVO,C/U,CM71,LOCAL,CM71 - Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2173.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,19637,SIN CODIGO,TRIPLE 2P+T EN LINEA 10AMP 3603GP GRIS,SIN MARCA,ACTIVO,C/U,CM04,LOCAL,CM04-CALAMA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2182.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45819,SIN CODIGO,INT 9/12+ENCH 10A ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM80,LOCAL,CM80 - Chillan Collín,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1696.00
