"PERIODO","UNIDAD_CLIENTE","SEGMENTO","COD_PRODUCTO","COD_PRODUCTO_PROVEEDOR","DESCRIPCION","MARCA","ESTADO_PROD.","UMB","COD_LOCAL","TIPO","DESCRIPCION_LOCAL","ESTADO_LOCAL","FORMATO","TIPO_VENTA","VTA_PERIODO(u)","VTA_COSTO($)"
2020-12-22 al 2020-12-22,Construmart,LOCAL,202487,SIN CODIGO,INTERRUPTOR 9/12 +ENCH.10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM04,LOCAL,CM04-CALAMA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1360.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45814,SIN CODIGO,TOMA 2P+T 10A 250V ARMADA BLCO,SIN MARCA,ACTIVO,C/U,CM07,LOCAL,CM07-LA SERENA,ACTIVO,NO CLASIFICADO,NO CALZADA,4.00,4462.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,14060,SIN CODIGO,ENCHUFE HBRA. 2P+T10A EMB 5113K MAG/ARM,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,21.00,46515.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168123,SIN CODIGO,PLACA 3 MÓDULOS PERLA,SIN MARCA,ACTIVO,C/U,CM66,LOCAL,CM66 - Copiapo El Bosque,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,672.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168123,SIN CODIGO,PLACA 3 MÓDULOS PERLA,SIN MARCA,ACTIVO,C/U,CM28,LOCAL,CM28-OSORNO,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,1228.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202486,SIN CODIGO,ENCHUFE DOBLE 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM82,LOCAL,CM82 - Camino a Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,3510.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168142,SIN CODIGO,INTERRUPTOR 9/32 MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,3299.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,153463,SIN CODIGO,T.TRIPLE 2P+T 10A 250V BLANCO OVAL,SIN MARCA,ACTIVO,C/U,CM12,LOCAL,CM12-El Belloto - Quilpue,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2407.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45816,SIN CODIGO,TOMA DOBLE 2P+T 10A 250V ARMADA BLCO,Bticino,ACTIVO,C/U,CM63,LOCAL,CM63-IQUIQUE,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,5190.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,153463,SIN CODIGO,T.TRIPLE 2P+T 10A 250V BLANCO OVAL,SIN MARCA,ACTIVO,C/U,CM26,LOCAL,CM26-TEMUCO,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2407.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,51174,SIN CODIGO,PLAFON OVALADO E27 BLANCO,SIN MARCA,ACTIVO,C/U,CM26,LOCAL,CM26-TEMUCO,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1005.00
2020-12-22 al 2020-12-22,Construmart,CLUB AHORRO,168137,SIN CODIGO,TOMA DOBLE MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM71,LOCAL,CM71 - Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,6.00,14796.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,150080,SIN CODIGO,INTERRUPTOR 9/15 MODUS ARM.BCO. 1200BN,SIN MARCA,ACTIVO,C/U,CM07,LOCAL,CM07-LA SERENA,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,5200.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202492,SIN CODIGO,ENCHUFE SIMPLE 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM29,LOCAL,CM29-PUERTO MONTT,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,932.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,178780,SIN CODIGO,"DLP-S ANGULO PLANO 20X12,5 MM",SIN MARCA,ACTIVO,C/U,CM09,LOCAL,CM09 - OVALLE,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,396.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168111,SIN CODIGO,TOMA 10A BLANCO/PERLA ARMADO,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1321.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,12714,SIN CODIGO,ENCHUFE HEM 2P+T 10/16A 5180P MAG/MOD,Bticino,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,164.00,483636.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45817,SIN CODIGO,TOMA TRIPLE 2P+T 10A 250V ARMADA BLCO,SIN MARCA,ACTIVO,C/U,CM93,LOCAL,CM93 - Tienda Talcahuano Colon,ACTIVO,NO CLASIFICADO,NO CALZADA,4.00,9504.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,111435,SIN CODIGO,ALARGADOR 6 TOMAS 2P+T 10A 3M GRIS,SIN MARCA,ACTIVO,C/U,CM07,LOCAL,CM07-LA SERENA,ACTIVO,NO CLASIFICADO,NO CALZADA,4.00,17194.00
2020-12-22 al 2020-12-22,Construmart,CLUB AHORRO,168138,SIN CODIGO,TOMA TRIPLE MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,6636.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45812,SIN CODIGO,INTERRUPTOR 9/12 10A 250V ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM93,LOCAL,CM93 - Tienda Talcahuano Colon,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,3348.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,14064,SIN CODIGO,ENCHUF HBRA. 10A+ENCH/HBRA 16A .5113/80K,SIN MARCA,ACTIVO,C/U,CM63,LOCAL,CM63-IQUIQUE,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,6687.00
2020-12-22 al 2020-12-22,Construmart,CLUB AHORRO,202456,SIN CODIGO,PLACA CIEGA CON SOPORTE LÚZICA,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,402.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168118,SIN CODIGO,TOMA RJ11 BLANCO/PERLA ARMADO,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,8.00,9384.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168136,SIN CODIGO,TOMA MINK/TERRA ARMADO.,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1631.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45816,SIN CODIGO,TOMA DOBLE 2P+T 10A 250V ARMADA BLCO,Bticino,ACTIVO,C/U,CM82,LOCAL,CM82 - Camino a Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,28.00,48384.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168137,SIN CODIGO,TOMA DOBLE MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM13,LOCAL,CM13-LAS REJAS,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2466.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,12538,SIN CODIGO,PLACA ALUM.OXIDAL 3 PTO. 503/3P MAGIC,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1189.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202492,SIN CODIGO,ENCHUFE SIMPLE 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM05,LOCAL,CM05-ANTOFAGASTA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1011.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202486,SIN CODIGO,ENCHUFE DOBLE 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,2340.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168134,SIN CODIGO,INTERRUPTOR 9/24 MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1882.00
